model_name,space_id,source_code_size_kb
microsoft/resnet-50,zh5259/microsoft-resnet-50,1.79
microsoft/resnet-50,n1thun/microsoft-resnet-50,1.79
microsoft/resnet-50,threeidots/VTHacksAPP,10.05
microsoft/resnet-50,greenarcade/microsoft-resnet-50,1.78
microsoft/resnet-50,eliasb/microsoft-resnet-50,1.78
microsoft/resnet-50,ganeshkamath89/gradio-huggingface-pipeline-tasks-demo-all,3.21
microsoft/resnet-50,Nymbo/simple_image_classifier,5.41
microsoft/resnet-50,CarolFei/project_dog_emotion_recomandation,5.44
microsoft/resnet-50,Omnibus/AI-or-Not-dev,9.75
microsoft/resnet-50,Saad0KH/body_predictor,96777.97
microsoft/resnet-50,karoladelk/microsoft-resnet-50,1.78
microsoft/resnet-50,TheKitten/space-that-creates-model-demo-space,9.06
microsoft/resnet-50,vkthakur88/microsoft-resnet-50,1.78
microsoft/resnet-50,engajify/object_video,9.92
microsoft/resnet-50,Hasani/Object-Detection-Video,8.43
microsoft/resnet-50,kaust-generative-ai/diabetic-retinopathy,55.43
microsoft/resnet-50,DevBM/image-classification,3.28
microsoft/resnet-50,lucy1118/storytelling-backup,538.10
microsoft/resnet-50,Dannel/gender,11.48
microsoft/resnet-50,comqositi/microsoft-resnet-50,1.78
microsoft/resnet-50,madhupiot/microsoft-resnet-50,1.78
microsoft/resnet-50,revanthreddy09/microsoft-resnet-50,1.78
microsoft/resnet-50,yougandar/handwrittendigit,3.04
microsoft/resnet-50,shadownada/uff,20951.16
microsoft/resnet-50,rafaelduarte877/Youtube-Video-Slimiarity-Calculator,3.26
microsoft/resnet-50,Pablinho/microsoft-resnet-50,1.80
microsoft/resnet-50,Feng2024FACE/microsoft-resnet-50,1.78
microsoft/resnet-50,cmckinle/AI-or-Not,10.04
microsoft/resnet-50,a7madmostafa/img-classification,3.16
microsoft/resnet-50,ake178178/beyoureyes,4.12
microsoft/resnet-50,dharaneeshgunturu/microsoft-resnet-50,1.79
microsoft/resnet-50,Tanusree88/ViT-MRI-FineTuning,341749.88
microsoft/resnet-50,chaitanya1/colored-ascii-art-generator,1151.16
microsoft/resnet-50,Tanusree88/Segmentation_and_classification,280142.84
microsoft/resnet-50,rararara9999/facemask_detection,31.86
microsoft/resnet-50,rararara9999/app,16.27
microsoft/resnet-50,rararara9999/SentimentAnalysis,2.94
microsoft/resnet-50,rararara9999/pretrainedmodel,4.46
microsoft/resnet-50,yerang/LivePortrait2,6941113.19
microsoft/resnet-50,Divya1287/microsoft-resnet-50,1.78
microsoft/resnet-50,mazarbaloch/object-classification,2.53
microsoft/resnet-50,AndrewTTiplady/microsoft-resnet-50,1.78
microsoft/resnet-50,hacendado/food-classifier-demo,6.68
microsoft/resnet-50,milind2thakur/microsoft-resnet-50,1.83
microsoft/resnet-50,rogerkoranteng/Mental-Sage,23122314.48
microsoft/resnet-50,angelo9830/t3,3.00
timm/resnet50.a1_in1k,Nuno-Tome/simple_image_classifier,11.23
timm/resnet50.a1_in1k,PeepDaSlan9/timm-resnet50.a1_in1k,1.80
timm/resnet50.a1_in1k,mixcard/image-2-captionmax,1.79
timm/resnet50.a1_in1k,PhelpsGG/timm-resnet50.a1_in1k,1.79
timm/resnet50.a1_in1k,yesheytenzin/timm-resnet50.a1_in1k,1.81
timm/resnet50.a1_in1k,Dannel/gender,11.48
timm/resnet50.a1_in1k,ixos/timm-resnet50.a1_in1k,1.87
timm/resnet50.a1_in1k,shadownada/uff,20951.16
timm/resnet50.a1_in1k,MagicMeWizard/timm-resnet50.a1_in1k,1.94
timm/resnet50.a1_in1k,MagicMeWizard/image-classification,1.79
timm/resnet50.a1_in1k,ThomasB5678/timm-resnet50.a1_in1k,1.78
timm/resnet50.a1_in1k,pedrosubei/timm-resnet50.a1_in1k,1.79
timm/resnet50.a1_in1k,lezi/timm-resnet50.a1_in1k,1.81
WinKawaks/vit-tiny-patch16-224,DevBM/image-classification,3.28
google/vit-base-patch16-224,Yntec/ToyWorld,69.66
google/vit-base-patch16-224,Yntec/HuggingfaceDiffusion,67.08
google/vit-base-patch16-224,M2UGen/M2UGen-Demo,22069008.29
google/vit-base-patch16-224,Yntec/PrintingPress,69.98
google/vit-base-patch16-224,Nymbo/Compare-6,35.52
google/vit-base-patch16-224,llamameta/flux-pro-uncensored,30.28
google/vit-base-patch16-224,Yntec/ToyWorldXL,55.02
google/vit-base-patch16-224,llamameta/fluxproV2,30.33
google/vit-base-patch16-224,Yntec/blitz_diffusion,69.78
google/vit-base-patch16-224,phenixrhyder/NSFW-ToyWorld,70.39
google/vit-base-patch16-224,John6666/Diffusion80XX4sg,70.66
google/vit-base-patch16-224,team-indain-image-caption/Hindi-image-captioning,3.52
google/vit-base-patch16-224,Nuno-Tome/simple_image_classifier,11.23
google/vit-base-patch16-224,abidlabs/vision-transformer,2.30
google/vit-base-patch16-224,DemiPoto/TestDifs,122.61
google/vit-base-patch16-224,autonomous019/image_story_generator,6.75
google/vit-base-patch16-224,John6666/PrintingPress4,70.76
google/vit-base-patch16-224,DemiPoto/testSortModels,113.15
google/vit-base-patch16-224,Yntec/october-2024-image-models,33.12
google/vit-base-patch16-224,Yntec/MiniPrintingPress,36.21
google/vit-base-patch16-224,Yntec/StableDiffusion35Large-Image-Models-Test-November-2024,33.17
google/vit-base-patch16-224,hysts/space-that-creates-model-demo-space,9.06
google/vit-base-patch16-224,Ramos-Ramos/visual-emb-gam-probing,7.58
google/vit-base-patch16-224,Chakshu123/sketch-colorization-with-hint,1233950.17
google/vit-base-patch16-224,Nymbo/Diffusion80XX4sg,67.21
google/vit-base-patch16-224,John6666/hfd_test_nostopbutton,70.66
google/vit-base-patch16-224,abidlabs/image-classifier,2.98
google/vit-base-patch16-224,st0bb3n/Cam2Speech,3.29
google/vit-base-patch16-224,juliensimon/battle_of_image_classifiers,3.30
google/vit-base-patch16-224,Chakshu123/image-colorization-with-hint,1359924.43
google/vit-base-patch16-224,John6666/ToyWorld4,70.79
google/vit-base-patch16-224,John6666/Diffusion80XX4g,72.33
google/vit-base-patch16-224,K00B404/HuggingfaceDiffusion_custom,67.72
google/vit-base-patch16-224,tonyassi/product-recommendation,7.08
google/vit-base-patch16-224,llamameta/fast-sd3.5-large,27.31
google/vit-base-patch16-224,j0hngou/vision-diffmask,32599.39
google/vit-base-patch16-224,ipvikas/ImageProcessing,131919.96
google/vit-base-patch16-224,HighCWu/anime-colorization-with-hint,1233950.11
google/vit-base-patch16-224,ClassCat/ViT-ImageNet-Classification,3.67
google/vit-base-patch16-224,Somnath3570/food_calories,6.46
google/vit-base-patch16-224,John6666/Diffusion80XX4,72.33
google/vit-base-patch16-224,John6666/blitz_diffusion4,70.03
google/vit-base-patch16-224,mmeendez/cnn_transformer_explainability,22.97
google/vit-base-patch16-224,nickmuchi/Plant-Health-Classifier,338298.11
google/vit-base-patch16-224,Saiteja/leaf-ViT-classifier,356094.24
google/vit-base-patch16-224,dreamdrop-art/000555111,2750.94
google/vit-base-patch16-224,awacke1/MusicChatGenWithMuGen,29920685.73
google/vit-base-patch16-224,Nuno-Tome/bulk_image_classifier,5.36
google/vit-base-patch16-224,LucyintheSky/sketch-to-dress,4.43
google/vit-base-patch16-224,andreped/vit-explainer,6.65
google/vit-base-patch16-224,Shiladitya123Mondal/Food-Nutrition-app,6.39
google/vit-base-patch16-224,swdqwewfw/Calorie_Calculator,8.66
google/vit-base-patch16-224,Npps/Food_Indentification_and_Nutrition_Info,6.27
google/vit-base-patch16-224,Blane187/multi-diffusion,54.19
google/vit-base-patch16-224,Yntec/MiniToyWorld,34.69
google/vit-base-patch16-224,Yntec/MiniHuggingfaceDiffusion,33.75
google/vit-base-patch16-224,bryantmedical/oral_cancer,5116706.22
google/vit-base-patch16-224,yiw/text,2.37
google/vit-base-patch16-224,ThankGod/image-classifier,2.66
google/vit-base-patch16-224,autonomous019/Story_Generator_v2,10.10
google/vit-base-patch16-224,IPN/demo_,1.50
google/vit-base-patch16-224,webis-huggingface-workshop/omar_demo,1.51
google/vit-base-patch16-224,vebie91/spaces-image-classification-demo,1.74
google/vit-base-patch16-224,suresh-subramanian/bean-classification,342863.57
google/vit-base-patch16-224,akhaliq/space-that-creates-model-demo-space,9.56
google/vit-base-patch16-224,paschalc/ImageRecognitionDemo,2.38
google/vit-base-patch16-224,peteralexandercharles/space-that-creates-model-demo-space,9.12
google/vit-base-patch16-224,awacke1/MultiplayerImageRecognition-Gradio,5.97
google/vit-base-patch16-224,mushroomsolutions/Gallery,3.25
google/vit-base-patch16-224,xxx1/VQA_CAP_GPT,92.40
google/vit-base-patch16-224,Kluuking/google-vit-base,1.76
google/vit-base-patch16-224,Megareyka/imageRecognition,2.48
google/vit-base-patch16-224,samavi/openai-clip-vit-base-patch32,1.93
google/vit-base-patch16-224,HaawkeNeural/google-vit-base-patch16-224,1.79
google/vit-base-patch16-224,jordonpeter01/M2UGen-Super-30s,29920685.73
google/vit-base-patch16-224,JCRios/demo_image_classification,1.84
google/vit-base-patch16-224,mrolando/classify_images,3.44
google/vit-base-patch16-224,sand-box/bulk_image_classifier_dev,7.21
google/vit-base-patch16-224,VishnuVardhan8055/google-vit-base-patch16-224,1.80
google/vit-base-patch16-224,roshithindia/image_classification,2.42
google/vit-base-patch16-224,sharren/skin-classification,335203.82
google/vit-base-patch16-224,sharren/skin-classification-streamlit,12.50
google/vit-base-patch16-224,roshithindia/text_calssification_model,2.43
google/vit-base-patch16-224,seawolf2357/msVision_3,4.29
google/vit-base-patch16-224,HaohuaLv/Scribble_Matching,675188.68
google/vit-base-patch16-224,jjuarez/Waste_classification_app,3.53
google/vit-base-patch16-224,Abhithebob/My_first_gen_ai_project,6.36
google/vit-base-patch16-224,upadhyaysuraj/food_detection_with_nutrient_identification,6.42
google/vit-base-patch16-224,Prathamesh1420/Animal_Insight,8.88
google/vit-base-patch16-224,Somnath3570/food_calories_calculation,6.34
google/vit-base-patch16-224,Nikhil0449/Calorie_Calculator,6.25
google/vit-base-patch16-224,sudhanshukjha/calories-calculator,6.33
google/vit-base-patch16-224,ssaiyashasvini/foodcaloriecalculator,6.23
google/vit-base-patch16-224,abdullahmubeen10/sparknlp-VIT-Image-Classification,96.29
google/vit-base-patch16-224,John6666/blitz_diffusion_builtin,91.10
google/vit-base-patch16-224,mostafa-atef21/Product-Keyword-Generator,4.70
google/vit-base-patch16-224,kaleidoskop-hug/PrintingPress,69.98
google/vit-base-patch16-224,abidlabs/Comparing-Vision-Transformers,2.64
google/vit-base-patch16-224,MFahadAlam/Image-Classification,1.75
google/vit-base-patch16-224,DhruvK0/ImageNet-ViT,9.83
Falconsai/nsfw_image_detection,yanze/PuLID-FLUX,1619.48
Falconsai/nsfw_image_detection,DamarJati/FLUX.1-DEV-Canny,81.36
Falconsai/nsfw_image_detection,guardiancc/flux-advanced-explorer,347.14
Falconsai/nsfw_image_detection,Deddy/PuLid-FLX-GPU,1622.16
Falconsai/nsfw_image_detection,sofianhw/PuLID-FLUX,1618.99
Falconsai/nsfw_image_detection,Nuno-Tome/simple_image_classifier,11.23
Falconsai/nsfw_image_detection,JournalistsonHF/text-to-image-bias,20.56
Falconsai/nsfw_image_detection,fantaxy/flx-pulid,1616.20
Falconsai/nsfw_image_detection,yasserrmd/MagicDoodles,4.64
Falconsai/nsfw_image_detection,qiuzhi2046/PuLID-FLUX,1619.28
Falconsai/nsfw_image_detection,stazizov/XFluxSpace,1197.66
Falconsai/nsfw_image_detection,Deadmon/FLUX.1-DEV-Canny,95.76
Falconsai/nsfw_image_detection,m-ric/PuLID-FLUX,1619.48
Falconsai/nsfw_image_detection,5m4ck3r/nsfw_image_detection,1.80
Falconsai/nsfw_image_detection,khailoong24/Falconsai-nsfw_image_detection,1.80
Falconsai/nsfw_image_detection,evijit/text-to-image-bias,24.95
Falconsai/nsfw_image_detection,SunderAli17/ToonMage,1616.92
Falconsai/nsfw_image_detection,openfree/ginid,1624.37
Falconsai/nsfw_image_detection,JamesCookJr90/Falconsai-nsfw_image_detection,1.80
Falconsai/nsfw_image_detection,lucianosb/sinteticoXL-bias,27.44
Falconsai/nsfw_image_detection,piaoyu2011/flux-advanced-explorer,347.99
Falconsai/nsfw_image_detection,aesopnix/safelens,1.80
Falconsai/nsfw_image_detection,error466/Falconsai-nsfw_image_detection,1.81
Falconsai/nsfw_image_detection,OzoneAsai/Falconsai-nsfw_image_detection,2.57
Falconsai/nsfw_image_detection,OzoneAsai/gallaries,864257.46
Falconsai/nsfw_image_detection,PlayForLose/Final_Project,6.90
Falconsai/nsfw_image_detection,viknsagit/Falconsai-nsfw_image_detection,1.80
Falconsai/nsfw_image_detection,Raungni0001/Falconsai-nsfw_image_detection,1.80
Falconsai/nsfw_image_detection,elontusk404/Falconsai-nsfw_image_detection,1.80
Falconsai/nsfw_image_detection,khailoong24/Falconsai-nsfw_image_detection-Streamlit,2.69
Falconsai/nsfw_image_detection,PhelpsGG/Falconsai-nsfw_image_detection,1.80
Falconsai/nsfw_image_detection,Nymbo/simple_image_classifier,5.41
Falconsai/nsfw_image_detection,KK44/Verify_Content,2.88
Falconsai/nsfw_image_detection,ruidanwang/not_suit_for_work,2.76
Falconsai/nsfw_image_detection,ruidanwang/Falconsai-nsfw_image_detection,1.82
Falconsai/nsfw_image_detection,Gaejoon/Falconsai-nsfw_image_detection,1.80
Falconsai/nsfw_image_detection,Uzunn/Falconsai-nsfw_image_detection,1.80
Falconsai/nsfw_image_detection,Dannel/gender,11.48
Falconsai/nsfw_image_detection,Shabbir-Anjum/image-to-text,2.80
Falconsai/nsfw_image_detection,Vieshieouaz/nsfw_image_detection,1.81
Falconsai/nsfw_image_detection,jtgsystems/Falconsai-nsfw_image_detection,1.81
Falconsai/nsfw_image_detection,sapbot/Falconsai-nsfw_image_detection,1.81
Falconsai/nsfw_image_detection,shadownada/uff,20951.16
Falconsai/nsfw_image_detection,kksrnfkal/FLUX.1-DEV-Canny,81.36
Falconsai/nsfw_image_detection,gaur3009/FLUX.1-DEV-Canny,81.36
Falconsai/nsfw_image_detection,LearningnRunning/adult_image_detector,101855.63
Falconsai/nsfw_image_detection,John6666/Xlabs-Gradio-error,386.46
Falconsai/nsfw_image_detection,VidhitMakvana1/Falconsai-nsfw_image_detection,1.80
Falconsai/nsfw_image_detection,moniazamla/PuLID-FLUXw,1618.12
Falconsai/nsfw_image_detection,xogaurav/PuLID-FLUX,1619.34
Falconsai/nsfw_image_detection,xogaurav/PuLID-FLUX-New,1618.50
Falconsai/nsfw_image_detection,Rakoo04/PuLID-FLUX,1619.28
Falconsai/nsfw_image_detection,lnyan/flux-dev-flax,91.19
Falconsai/nsfw_image_detection,MohamedTalaat91/2B-EG-FLUX,1621.69
Falconsai/nsfw_image_detection,Shad0ws/PuLID-FLUX,1619.28
Falconsai/nsfw_image_detection,MohamedTalaat91/2B-EG-FLUX-stores,1622.54
Falconsai/nsfw_image_detection,huanhoang/PuLID-FLUX,1619.28
Falconsai/nsfw_image_detection,MohamedTalaat91/2B-EG-FLUX-stores-video,4457.94
Falconsai/nsfw_image_detection,adminx/PuLID-FLUX,1619.28
Falconsai/nsfw_image_detection,WodeDadao/PuLID-FLUX,1619.28
Falconsai/nsfw_image_detection,kevinppaulo/PuLID,1618.98
Falconsai/nsfw_image_detection,AndrewTTiplady/Falconsai-nsfw_image_detection,1.84
Falconsai/nsfw_image_detection,1124yu/PuLID-FLUX_test,1619.26
Falconsai/nsfw_image_detection,SethyYann98/Falconsai-nsfw_image_detection,1.80
Falconsai/nsfw_image_detection,zabis13/Falconsai-nsfw_image_detection,1.80
Falconsai/nsfw_image_detection,ItsMa8di/sentiment-analyze,6.13
Falconsai/nsfw_image_detection,Daposey15/nsfw_image_detection,1.80
Falconsai/nsfw_image_detection,Blood076/PuLID-FLUX_,1619.48
Falconsai/nsfw_image_detection,sandeshk/Falconsai-nsfw_image_detection,1.80
Falconsai/nsfw_image_detection,Soljawritten/FLUX.1-DEV-Canny,81.36
Falconsai/nsfw_image_detection,MartsoBodziu1994/PuLID-FLUX,1619.48
timm/resnet18.a1_in1k,jdwh08s/Autodoc-Lifter,237.88
microsoft/beit-base-patch16-224-pt22k-ft22k,microsoft/HuggingGPT,2794.35
microsoft/beit-base-patch16-224-pt22k-ft22k,rowel/22k-image-classification,2.01
microsoft/beit-base-patch16-224-pt22k-ft22k,Nuno-Tome/simple_image_classifier,11.23
microsoft/beit-base-patch16-224-pt22k-ft22k,taesiri/HuggingGPT-Lite,2794.32
microsoft/beit-base-patch16-224-pt22k-ft22k,mazpie/genrl,2147.21
microsoft/beit-base-patch16-224-pt22k-ft22k,bwconrad/anime-character-classification,314.35
microsoft/beit-base-patch16-224-pt22k-ft22k,Wootang01/image_classifier,2.17
microsoft/beit-base-patch16-224-pt22k-ft22k,ccarr0807/HuggingGPT,2788.51
microsoft/beit-base-patch16-224-pt22k-ft22k,theholycityweb/HuggingGPT,2789.77
microsoft/beit-base-patch16-224-pt22k-ft22k,Alfasign/HuggingGPT-Lite,2794.47
microsoft/beit-base-patch16-224-pt22k-ft22k,saurshaz/HuggingGPT,2790.09
microsoft/beit-base-patch16-224-pt22k-ft22k,hvaldez/SViTT-Ego_Action_Recognition,2442192.90
microsoft/beit-base-patch16-224-pt22k-ft22k,Harshal21/examples,3.05
microsoft/beit-base-patch16-224-pt22k-ft22k,elifnurkarakoc/image-classification-test,1.77
microsoft/beit-base-patch16-224-pt22k-ft22k,pksh/guild,2.70
microsoft/beit-base-patch16-224-pt22k-ft22k,tsambo/Demo_Image_classifier,2.31
microsoft/beit-base-patch16-224-pt22k-ft22k,chrisW6825/HuggingGPT,2788.51
microsoft/beit-base-patch16-224-pt22k-ft22k,Shenziqian/HuggingGPT,2788.51
microsoft/beit-base-patch16-224-pt22k-ft22k,lokutus/HuggingGPT,2788.51
microsoft/beit-base-patch16-224-pt22k-ft22k,mimiqiao/HuggingGPT,2788.51
microsoft/beit-base-patch16-224-pt22k-ft22k,tsgbalakarthik/HuggingGPT,2788.51
microsoft/beit-base-patch16-224-pt22k-ft22k,wowochkin/HuggingGPT,2788.51
microsoft/beit-base-patch16-224-pt22k-ft22k,Msp/HuggingGPT,2788.51
microsoft/beit-base-patch16-224-pt22k-ft22k,RayanRen/food_vision_101,339035.43
microsoft/beit-base-patch16-224-pt22k-ft22k,LanLan/microsoft-beit-base-patch16-224-pt22k-ft22k,1.81
microsoft/beit-base-patch16-224-pt22k-ft22k,apgarmd/jarvis,2790.00
microsoft/beit-base-patch16-224-pt22k-ft22k,apgarmd/jarvis2,2789.77
microsoft/beit-base-patch16-224-pt22k-ft22k,ryan12439/HuggingGPTpub,2788.51
microsoft/beit-base-patch16-224-pt22k-ft22k,turbowed/HuggingGPT,2789.87
microsoft/beit-base-patch16-224-pt22k-ft22k,Chokyounghoon/HuggingGPT,2789.87
microsoft/beit-base-patch16-224-pt22k-ft22k,mukulnag/HuggingGPT1,2790.04
microsoft/beit-base-patch16-224-pt22k-ft22k,FANCHIYU/HuggingGPT,2788.51
microsoft/beit-base-patch16-224-pt22k-ft22k,Betacuckgpt/HuggingGPT,2788.51
microsoft/beit-base-patch16-224-pt22k-ft22k,cashqin/HuggingGPT,2788.51
microsoft/beit-base-patch16-224-pt22k-ft22k,lollo21/Will-GPT,2789.87
microsoft/beit-base-patch16-224-pt22k-ft22k,felixfriday/MICROSOFTT_JARVIS_HuggingGPT,2788.51
microsoft/beit-base-patch16-224-pt22k-ft22k,Meffordh/HuggingGPT,2788.56
microsoft/beit-base-patch16-224-pt22k-ft22k,Pfs2021Funny/HuggingGPT,2789.87
microsoft/beit-base-patch16-224-pt22k-ft22k,lugifudun/HuggingGPT,2790.04
microsoft/beit-base-patch16-224-pt22k-ft22k,irritablebro/HuggingGPT,2789.87
microsoft/beit-base-patch16-224-pt22k-ft22k,leadmaister/HuggingGPT,2790.25
microsoft/beit-base-patch16-224-pt22k-ft22k,pors/HuggingGPT,2790.04
microsoft/beit-base-patch16-224-pt22k-ft22k,keaneu/HuggingGPT,2786.46
microsoft/beit-base-patch16-224-pt22k-ft22k,MagKoz/HuggingGPT,2789.87
microsoft/beit-base-patch16-224-pt22k-ft22k,lzqfree/HuggingGPT,2789.50
microsoft/beit-base-patch16-224-pt22k-ft22k,zhangdream/HuggingGPT,2789.88
microsoft/beit-base-patch16-224-pt22k-ft22k,bountyfuljr/HuggingGPTplaypublic,2789.66
microsoft/beit-base-patch16-224-pt22k-ft22k,viscosity/HuggingGPT,2786.94
microsoft/beit-base-patch16-224-pt22k-ft22k,calliber/HuggingGPT,2789.77
microsoft/beit-base-patch16-224-pt22k-ft22k,Pitak/HuggingGPT,2789.77
microsoft/beit-base-patch16-224-pt22k-ft22k,Mcdof/HuggingGPT,2787.32
microsoft/beit-base-patch16-224-pt22k-ft22k,gaocegege/HuggingGPT,2789.77
microsoft/beit-base-patch16-224-pt22k-ft22k,BMukhtar/BMA,2790.98
microsoft/beit-base-patch16-224-pt22k-ft22k,mearjunsha/HuggingGPT,2789.82
microsoft/beit-base-patch16-224-pt22k-ft22k,bluuuer/microsoft-beit-base-patch16-224-pt22k-ft22k,1.80
microsoft/beit-base-patch16-224-pt22k-ft22k,sonobit/models,1.89
microsoft/beit-base-patch16-224-pt22k-ft22k,jannnccs/models,1.89
microsoft/beit-base-patch16-224-pt22k-ft22k,gntn/models,1.89
microsoft/beit-base-patch16-224-pt22k-ft22k,mmiumius/models,1.89
microsoft/beit-base-patch16-224-pt22k-ft22k,Fuckinsuck/models,1.89
microsoft/beit-base-patch16-224-pt22k-ft22k,anascoteana/models,1.90
microsoft/beit-base-patch16-224-pt22k-ft22k,Somoooo/modals,1.88
microsoft/beit-base-patch16-224-pt22k-ft22k,vs4vijay/HuggingGPT,2790.04
microsoft/beit-base-patch16-224-pt22k-ft22k,mastere00/JarvisMeetsProfessor,2790.04
microsoft/beit-base-patch16-224-pt22k-ft22k,CollaalloC/HuggingGPT,2790.04
microsoft/beit-base-patch16-224-pt22k-ft22k,NaamanSaif/HuggingGPT,2790.04
microsoft/beit-base-patch16-224-pt22k-ft22k,dwolfe66/HuggingGPT,2790.04
microsoft/beit-base-patch16-224-pt22k-ft22k,passthebutter/HuggingGPT,2790.04
microsoft/beit-base-patch16-224-pt22k-ft22k,mckeeboards/HuggingGPT,2790.04
microsoft/beit-base-patch16-224-pt22k-ft22k,FPRT/Image_Classifier,2.35
microsoft/beit-base-patch16-224-pt22k-ft22k,manu1435/HuggingGPT,2790.04
microsoft/beit-base-patch16-224-pt22k-ft22k,xian-sheng/HuggingGPT,2790.04
microsoft/beit-base-patch16-224-pt22k-ft22k,trhacknon/HuggingGPT,2790.04
microsoft/beit-base-patch16-224-pt22k-ft22k,Aygtljl518866/HuggingGPT,2790.04
microsoft/beit-base-patch16-224-pt22k-ft22k,Vito99/HuggingGPT-Lite,2794.56
microsoft/beit-base-patch16-224-pt22k-ft22k,Zaara/team-impulse,2.24
microsoft/beit-base-patch16-224-pt22k-ft22k,EinfachOlder/HuggingGPT-Lite,2794.55
microsoft/beit-base-patch16-224-pt22k-ft22k,Hemi1403/HuggingGPT,2790.04
microsoft/beit-base-patch16-224-pt22k-ft22k,innovativeillusions/HuggingGPT,2790.04
microsoft/beit-base-patch16-224-pt22k-ft22k,awacke1/Image-Classifier-microsoft-beit-base-patch16-224-pt22k-ft22k,1.83
microsoft/beit-base-patch16-224-pt22k-ft22k,Gameel/image_classification,2.23
microsoft/beit-base-patch16-224-pt22k-ft22k,dcams/HuggingGPT,2790.09
microsoft/beit-base-patch16-224-pt22k-ft22k,ylavie/HuggingGPT3,2790.18
microsoft/beit-base-patch16-224-pt22k-ft22k,ylavie/HuggingGPT-Lite,2794.47
microsoft/beit-base-patch16-224-pt22k-ft22k,CCYAO/HuggingGPT,2790.09
microsoft/beit-base-patch16-224-pt22k-ft22k,CosmoAI/CosmoS,8.92
microsoft/beit-base-patch16-224-pt22k-ft22k,cndavy/HuggingGPT,2790.09
microsoft/beit-base-patch16-224-pt22k-ft22k,AsadullaH777/HuggingGPT,2794.46
microsoft/beit-base-patch16-224-pt22k-ft22k,iimahdii/LemV3,3.74
microsoft/beit-base-patch16-224-pt22k-ft22k,hvaldez/SViTT-Ego_Multiple_Choice_Question,2489207.60
microsoft/beit-base-patch16-224-pt22k-ft22k,PhelpsGG/microsoft-beit-base-patch16-224-pt22k-ft22k,1.83
microsoft/beit-base-patch16-224-pt22k-ft22k,Nymbo/simple_image_classifier,5.41
microsoft/beit-base-patch16-224-pt22k-ft22k,ZackBradshaw/omni_bot,23440.39
microsoft/beit-base-patch16-224-pt22k-ft22k,Dannel/gender,11.48
